ID,Name,StateID,PostCode,GPSCoordinates,UpperLeft,LowerRight,LastUpdated,Deleted
2884,CHERMSIDE CENTRE,2,4032,"153.0182280,-27.3624670,0","153.0151099,-27.3596534","153.0214051,-27.3659486",15/4/2011 16:30:52,0
2885,CHERMSIDE SOUTH,2,4032,"153.0312800,-27.3916850,0","153.0152726,-27.3817776","153.0472874,-27.4015915",15/4/2011 16:30:52,0
2886,CHERMSIDE WEST,2,4032,"153.0125970,-27.3841350,0","152.9965896,-27.3742269","153.0286044,-27.3940422",15/4/2011 16:30:52,0
2887,CHEROKEE,5,3434,"144.6379000,-37.3891950,0","144.6058852,-37.3714622","144.6699148,-37.4069236",15/4/2011 16:30:52,0
2888,CHERRILONG,5,3874,"146.8804100,-38.5178510,0","146.7523506,-38.4479758","147.0084694,-38.5876585",15/4/2011 16:30:52,0
2889,CHERRY CREEK,2,4306,"152.0997320,-26.9293540,0","152.0677172,-26.9094561","152.1317468,-26.9492484",15/4/2011 16:30:52,0
2890,CHERRY GARDENS,3,5157,"138.6623190,-35.0640360,0","138.6303042,-35.0457681","138.6943338,-35.0822998",15/4/2011 16:30:52,0
2891,CHERRY GULLY,2,4370,"152.0537370,-28.4132300,0","151.9897073,-28.3739672","152.1177667,-28.4524783",15/4/2011 16:30:52,0
2892,CHERRY TREE HILL,1,2360,"150.9872110,-29.5123750,0","150.7310922,-29.3568922","151.2433298,-29.6676194",15/4/2011 16:30:52,0
2893,CHERRY TREE POOL,6,6395,"117.2322400,-33.7009350,0","116.9761212,-33.5522814","117.4883588,-33.8493319",15/4/2011 16:30:52,0
2894,CHERRYBROOK,1,2126,"151.0443180,-33.7216320,0","151.0123032,-33.7030688","151.0763328,-33.7401912",15/4/2011 16:30:52,0
2895,CHERRYPOOL,5,3401,"142.1921670,-37.1210870,0","142.1281373,-37.0854908","142.2561967,-37.1566665",15/4/2011 16:30:52,0
2896,CHERRYVILLE,3,5134,"138.7656970,-34.9123490,0","138.7336822,-34.8940472","138.7977118,-34.9306467",15/4/2011 16:30:52,0
2897,CHERWELL,2,4660,"152.4619090,-25.3095740,0","152.3338496,-25.2288516","152.5899684,-25.3902427",15/4/2011 16:30:52,0
2898,CHESHUNT,5,3678,"146.4278290,-36.7987520,0","146.1717102,-36.6556635","146.6839478,-36.9415737",15/4/2011 16:30:52,0
2899,CHESHUNT SOUTH,5,3678,"146.3862130,-36.9151750,0","146.3221833,-36.8794823","146.4502427,-36.9508510",15/4/2011 16:30:52,0
2900,CHESNEY VALE,5,3725,"146.0584482,-36.4038076,0","145.9944185,-36.3678771","146.1224779,-36.4397215",15/4/2011 16:30:52,0
2901,CHESTER HILL,1,2162,"151.0011850,-33.8831570,0","150.9691702,-33.8646288","151.0331998,-33.9016812",15/4/2011 16:30:52,0
2902,CHETWYND,5,3312,"141.4171840,-37.2794400,0","141.1610652,-37.1372530","141.6733028,-37.4213589",15/4/2011 16:30:52,0
2903,CHEVALLUM,2,4555,"152.9878850,-26.6958530,0","152.9558702,-26.6759141","153.0198998,-26.7157884",15/4/2011 16:30:52,0
2904,CHEVRON ISLAND,2,4217,"153.4185050,-27.9978650,0","153.4024976,-27.9880124","153.4345124,-28.0077167",15/4/2011 16:30:52,0
2905,CHEWKO,2,4880,"145.3734320,-17.0717580,0","145.3094023,-17.0290877","145.4374617,-17.1144185",15/4/2011 16:30:52,0
2906,CHEWTON,5,3451,"144.2565100,-37.0811390,0","144.2244952,-37.0633336","144.2885248,-37.0989402",15/4/2011 16:30:52,0
2907,CHEWTON BUSHLANDS,5,3451,"144.2865740,-37.0739520,0","144.2705666,-37.0650490","144.3025814,-37.0828540",15/4/2011 16:30:52,0
2908,CHEYNES,6,6328,"118.3420520,-34.8427310,0","118.0859332,-34.6960787","118.5981708,-34.9891225",15/4/2011 16:30:52,0
2909,CHICHESTER,1,2420,"151.6187840,-32.1954370,0","151.4907246,-32.1198674","151.7468434,-32.2709439",15/4/2011 16:30:52,0
2910,CHICHESTER,6,6751,"118.0905600,-21.9050000,0","117.0660849,-21.2409170","119.1150351,-22.5660025",15/4/2011 16:30:52,0
2911,CHIDLOW,6,6556,"116.2656180,-31.8629950,0","116.2015883,-31.8250807","116.3296477,-31.9008937",15/4/2011 16:30:52,0
2912,CHIFLEY,1,2036,"151.2402480,-33.9765460,0","151.2242406,-33.9672926","151.2562554,-33.9857984",15/4/2011 16:30:52,0
2913,CHIFLEY,7,2606,"149.0795460,-35.3535210,0","149.0635386,-35.3444201","149.0955534,-35.3626209",15/4/2011 16:30:52,0
2914,CHIGWELL,4,7011,"147.2421900,-42.8113010,0","147.2101752,-42.7949279","147.2742048,-42.8276697",15/4/2011 16:30:52,0
2915,CHILCOTTS CREEK,1,2339,"150.8288050,-31.6657370,0","150.7007456,-31.5897312","150.9568644,-31.7416807",15/4/2011 16:30:52,0
2916,CHILCOTTS GRASS,1,2480,"153.3357380,-28.8361530,0","153.3197306,-28.8263781","153.3517454,-28.8459270",15/4/2011 16:30:52,0
2917,CHILDERS,5,3824,"146.1145770,-38.2989170,0","146.0505473,-38.2638819","146.1786067,-38.3339352",15/4/2011 16:30:52,0
2918,CHILDERS,2,4660,"152.2780400,-25.2364630,0","152.2460252,-25.2162753","152.3100548,-25.2566474",15/4/2011 16:30:52,0
2919,CHILLA WELL,8,0872,"130.9768720,-21.5289170,0","130.9700040,-21.5268469","130.9943300,-21.5331421",10/11/2011 13:02:48,0
2920,CHILLAGOE,2,4871,"144.5227250,-17.1537670,0","144.0104874,-16.8122827","145.0349626,-17.4946243",15/4/2011 16:30:52,0
2921,CHILLINGHAM,1,2484,"153.2777030,-28.3141200,0","153.2456882,-28.2944721","153.3097178,-28.3337643",15/4/2011 16:30:52,0
2922,CHILLINGOLLAH,5,3585,"143.0526020,-35.2646800,0","142.9885723,-35.2282301","143.1166317,-35.3011135",15/4/2011 16:30:52,0
2923,CHILPENUNDA,3,5660,"134.4997290,-32.6104330,0","134.2436102,-32.4599232","134.7558478,-32.7606903",15/4/2011 16:30:52,0
2924,CHILTERN,5,3683,"146.6103110,-36.1483070,0","146.4822516,-36.0761939","146.7383704,-36.2203538",15/4/2011 16:30:52,0
2925,CHILTERN VALLEY,5,3683,"146.5457190,-36.1420470,0","146.5137042,-36.1240235","146.5777338,-36.1600664",15/4/2011 16:30:52,0
2926,CHINAMAN WELLS,3,5573,"137.4786880,-34.3872830,0","137.4714670,-34.3765990","137.4815840,-34.3982910",15/4/2011 16:30:52,0
2927,CHINANGIN,5,3544,"143.1970250,-35.5133410,0","143.1329953,-35.4770032","143.2610547,-35.5496623",15/4/2011 16:30:52,0
2928,CHINBINGINA,3,5680,"134.2208720,-32.2318950,0","133.7086344,-31.9293618","134.7331096,-32.5334243",15/4/2011 16:30:52,0
2929,CHINCHILLA,2,4413,"150.6250490,-26.7395880,0","150.5610193,-26.6997220","150.6890787,-26.7794401",15/4/2011 16:30:52,0
2930,CHINDERAH,1,2487,"153.5613450,-28.2377760,0","153.4973153,-28.1984484","153.6253747,-28.2770891",15/4/2011 16:30:52,0
2931,CHINGHEE CREEK,2,4285,"152.9824700,-28.2738100,0","152.9504552,-28.2541546","153.0144848,-28.2934617",15/4/2011 16:30:52,0
2932,CHINKAPOOK,5,3546,"142.9473590,-35.1900610,0","142.6912402,-35.0440291","143.2034778,-35.3358309",15/4/2011 16:30:52,0
2933,CHINNOCK,1,2550,"149.9390480,-36.6898300,0","149.9070332,-36.6719331","149.9710628,-36.7077227",15/4/2011 16:30:52,0
2934,CHINTIN,5,3756,"144.8028400,-37.4023590,0","144.7388103,-37.3668955","144.8668697,-37.4378058",15/4/2011 16:30:52,0
2935,CHIPPENDALE,1,2008,"151.2017150,-33.8868440,0","151.1857076,-33.8775808","151.2177224,-33.8961062",15/4/2011 16:30:52,0
2936,CHIPPING NORTON,1,2170,"150.9616620,-33.9168290,0","150.9296472,-33.8983081","150.9936768,-33.9353459",15/4/2011 16:30:52,0
2937,CHIRN PARK,2,4215,"153.3922032,-27.9546601,0","153.3761958,-27.9448036","153.4082106,-27.9645157",15/4/2011 16:30:52,0
2938,CHIRNSIDE,2,4723,"148.0398380,-23.1411950,0","147.7837192,-22.9769313","148.2959568,-23.3052576",15/4/2011 16:30:52,0
2939,CHIRNSIDE PARK,5,3116,"145.3161070,-37.7581600,0","145.2840922,-37.7405148","145.3481218,-37.7758010",15/4/2011 16:30:52,0
2940,CHIRRIP,5,3525,"143.1278620,-36.1843460,0","143.0638323,-36.1483143","143.1918917,-36.2203611",15/4/2011 16:30:52,0
2941,CHISHOLM,1,2322,"151.6437370,-32.7502390,0","151.6277296,-32.7408542","151.6597444,-32.7596228",15/4/2011 16:30:52,0
2942,CHISHOLM,7,2905,"149.1225690,-35.4241930,0","149.1065616,-35.4151000","149.1385764,-35.4332849",15/4/2011 16:30:52,0
2943,CHISWICK,1,2046,"151.1359540,-33.8514370,0","151.1199466,-33.8421700","151.1519614,-33.8607030",15/4/2011 16:30:52,0
2944,CHITTAWAY BAY,1,2261,"151.4294280,-33.3277600,0","151.3974132,-33.3091121","151.4614428,-33.3464039",15/4/2011 16:30:52,0
2945,CHITTAWAY POINT,1,2261,"151.4636610,-33.3266160,0","151.4316462,-33.3079678","151.4956758,-33.3452602",15/4/2011 16:30:52,0
2946,CHITTERING,6,6084,"116.1145380,-31.4842030,0","115.9864786,-31.4080492","116.2425974,-31.5602949",15/4/2011 16:30:52,0
2947,CHOCOLYN,5,3260,"143.2135760,-38.1953940,0","143.1495463,-38.1603090","143.2776057,-38.2304621",15/4/2011 16:30:52,0
2948,CHORREGON,2,4730,"143.5593650,-22.6803080,0","143.0471274,-22.3504689","144.0716026,-23.0093555",15/4/2011 16:30:52,0
2949,CHOWAN CREEK,1,2484,"153.3613120,-28.4450670,0","153.3292972,-28.4254433","153.3933268,-28.4646870",15/4/2011 16:30:52,0
2950,CHOWERUP,6,6244,"116.6854750,-34.0854940,0","116.4293562,-33.9375078","116.9415938,-34.2332220",15/4/2011 16:30:52,0
2951,CHRISTIE DOWNS,3,5164,"138.4982260,-35.1275570,0","138.4822186,-35.1184307","138.5142334,-35.1366823",15/4/2011 16:30:52,0
2952,CHRISTIES,5,3962,"146.3929080,-38.5327940,0","146.3769006,-38.5240651","146.4089154,-38.5415218",15/4/2011 16:30:52,0
2953,CHRISTIES BEACH,3,5165,"138.4741940,-35.1393090,0","138.4581866,-35.1301840","138.4902014,-35.1484330",15/4/2011 16:30:52,0
2954,CHRISTIES BEACH NORTH,3,5165,"138.4818680,-35.1306100,0","138.4658606,-35.1214840","138.4978754,-35.1397350",15/4/2011 16:30:52,0
2955,CHRISTMAS CREEK,2,4285,"152.9897220,-28.1720550,0","152.9256923,-28.1327032","153.0537517,-28.2113923",15/4/2011 16:30:52,0
2956,CHRISTMAS HILLS,5,3775,"145.3178270,-37.6508550,0","145.2537973,-37.6155093","145.3818567,-37.6861838",15/4/2011 16:30:52,0
2957,CHRISTMAS HILLS,4,7330,"144.9978520,-40.9012340,0","144.7417332,-40.7661580","145.2539708,-41.0360347",15/4/2011 16:30:52,0
2958,CHRISTMAS ISLAND,6,6798,"105.6295230,-10.4858403,0","105.5014636,-10.3980547","105.7575824,-10.5736010",15/4/2011 16:30:52,0
2959,CHUDLEIGH,4,7304,"146.4803640,-41.5575450,0","146.4163343,-41.5241387","146.5443937,-41.5909340",15/4/2011 16:30:52,0
2960,CHULLORA,1,2190,"151.0558980,-33.8924410,0","151.0398906,-33.8831784","151.0719054,-33.9017026",15/4/2011 16:30:52,0
2961,CHUM CREEK,5,3777,"145.4893680,-37.6011340,0","145.4573532,-37.5834514","145.5213828,-37.6188123",15/4/2011 16:30:52,0
2962,CHURCH POINT,1,2105,"151.2843520,-33.6448730,0","151.2683446,-33.6355836","151.3003594,-33.6541614",15/4/2011 16:30:52,0
2963,CHURCHABLE,2,4311,"152.3752740,-27.4254180,0","152.3432592,-27.4056083","152.4072888,-27.4452241",15/4/2011 16:30:52,0
2964,CHURCHILL,5,3842,"146.4216034,-38.3152418,0","146.3936145,-38.2880919","146.4495924,-38.3423916",15/4/2011 16:30:52,0
2965,CHURCHILL,2,4305,"152.7500630,-27.6422720,0","152.7340556,-27.6323871","152.7660704,-27.6521560",15/4/2011 16:30:52,0
2966,CHURCHILL ISLAND,5,3925,"145.3374510,-38.4997900,0","145.3054362,-38.4823232","145.3694658,-38.5172526",15/4/2011 16:30:52,0
2967,CHURCHLANDS,6,6018,"115.7876790,-31.9202030,0","115.7716716,-31.9107318","115.8036864,-31.9296733",15/4/2011 16:30:52,0
2968,CHUTE,5,3373,"143.3871350,-37.3324050,0","143.3231053,-37.2969084","143.4511647,-37.3678849",15/4/2011 16:30:52,0
2969,CHUWAR,2,4306,"152.7821900,-27.5634240,0","152.7501752,-27.5436391","152.8142048,-27.5832053",15/4/2011 16:30:52,0
2970,CICCONE,8,0870,"133.8519920,-23.6999660,0","133.8485294,-23.6968194","133.8548246,-23.7031146",10/11/2011 13:04:13,0
2971,CINNABAR,2,4600,"152.1868960,-26.1216750,0","152.0588366,-26.0415009","152.3149554,-26.2017941",15/4/2011 16:30:52,0
2972,CITY,7,2601,"149.1292380,-35.2796050,0","149.1132306,-35.2704957","149.1452454,-35.2887132",15/4/2011 16:30:52,0
2973,CITY BEACH,6,6015,"115.7649560,-31.9367720,0","115.7329412,-31.9178320","115.7969708,-31.9557081",15/4/2011 16:30:52,0
2974,CITY DELIVERY CENTRE,6,6000,"115.8536536,-31.9534613,0","115.8255575,-31.9333763","115.8817498,-31.9735463",15/4/2011 16:30:52,0
2975,CITY WEST CAMPUS,3,5000,"138.6210860,-34.9218940,0","138.6178509,-34.9180954","138.6241461,-34.9243906",15/4/2011 16:30:52,0
2976,CLACKLINE,6,6564,"116.5234840,-31.7197420,0","116.4594543,-31.6817689","116.5875137,-31.7576995",15/4/2011 16:30:52,0
2977,CLAGIRABA,2,4211,"153.2430840,-27.9885260,0","153.1790543,-27.9491069","153.3071137,-28.0279307",15/4/2011 16:30:52,0
2978,CLAIRVIEW,2,4741,"149.5328850,-22.1200090,0","149.2767662,-21.9545245","149.7890038,-22.2852995",15/4/2011 16:30:52,0
2979,CLANDULLA,1,2848,"149.9507710,-32.9065210,0","149.8867413,-32.8690420","150.0148007,-32.9439842",15/4/2011 16:30:52,0
2980,CLAPHAM,3,5062,"138.6037880,-34.9902740,0","138.5877806,-34.9811323","138.6197954,-34.9994147",15/4/2011 16:30:52,0
2981,CLARA CREEK,2,4468,"146.8331940,-26.0872660,0","146.3209564,-25.7661472","147.3454316,-26.4075061",15/4/2011 16:30:52,0
2982,CLARAVILLE,2,4871,"141.7055370,-18.6625080,0","140.6810619,-17.9846096","142.7300121,-19.3377083",15/4/2011 16:30:52,0
2983,CLARE,1,2711,"143.9260850,-33.4054010,0","142.9016099,-32.8072246","144.9505601,-33.9994869",15/4/2011 16:30:52,0
2984,CLARE,2,4807,"147.2280850,-19.7854420,0","146.9719662,-19.6173649","147.4842038,-19.9533420",15/4/2011 16:30:52,0
2985,CLARE,3,5453,"138.6119210,-33.8335180,0","138.5799062,-33.8149790","138.6439358,-33.8520530",15/4/2011 16:30:52,0
2986,CLAREDALE,2,4807,"147.2280850,-19.7854420,0","146.9719662,-19.6173649","147.4842038,-19.9533420",15/4/2011 16:30:52,0
2987,CLAREMONT,6,6010,"115.7812470,-31.9811450,0","115.7652396,-31.9716801","115.7972544,-31.9906090",15/4/2011 16:30:52,0
2988,CLAREMONT,4,7011,"147.2545380,-42.7898030,0","147.1905083,-42.7570411","147.3185677,-42.8225475",15/4/2011 16:30:52,0
2989,CLAREMONT MEADOWS,1,2747,"150.7527910,-33.7704380,0","150.7367836,-33.7611622","150.7687984,-33.7797128",15/4/2011 16:30:52,0
2990,CLAREMONT NORTH,6,6010,"115.7812470,-31.9811450,0","115.7652396,-31.9716801","115.7972544,-31.9906090",15/4/2011 16:30:52,0
2991,CLARENCE,1,2790,"150.2155590,-33.4793110,0","150.1835442,-33.4606956","150.2475738,-33.4979224",15/4/2011 16:30:52,0
2992,CLARENCE GARDENS,3,5039,"138.5777720,-34.9716830,0","138.5617646,-34.9625392","138.5937794,-34.9808257",15/4/2011 16:30:52,0
2993,CLARENCE PARK,3,5034,"138.5861610,-34.9629930,0","138.5701536,-34.9538483","138.6021684,-34.9721367",15/4/2011 16:30:52,0
2994,CLARENCE POINT,4,7270,"146.7886560,-41.1347420,0","146.7566412,-41.1179322","146.8206708,-41.1515475",15/4/2011 16:30:52,0
2995,CLARENCE TOWN,1,2321,"151.7795960,-32.5836610,0","151.6515366,-32.5084152","151.9076554,-32.6588437",15/4/2011 16:30:52,0
2996,CLARENDON,1,2756,"150.7819800,-33.6147360,0","150.7499652,-33.5961497","150.8139948,-33.6333183",15/4/2011 16:30:52,0
2997,CLARENDON,5,3352,"143.9777250,-37.6903520,0","143.9457102,-37.6726907","144.0097398,-37.7080091",15/4/2011 16:30:52,0
2998,CLARENDON,2,4311,"152.5479350,-27.4406450,0","152.4839053,-27.4010275","152.6119647,-27.4802482",15/4/2011 16:30:52,0
2999,CLARENDON,3,5157,"138.6293430,-35.1093330,0","138.5653133,-35.0728134","138.6933727,-35.1458363",15/4/2011 16:30:52,0
3000,CLARENDON VALE,4,7019,"147.4465500,-42.8931930,0","147.4305426,-42.8850178","147.4625574,-42.9013671",15/4/2011 16:30:52,0
3001,CLARENZA,1,2460,"152.9883680,-29.6972380,0","152.9243383,-29.6584607","153.0523977,-29.7360003",15/4/2011 16:30:52,0
3002,CLARETOWN,5,3352,"144.0529810,-37.5450950,0","143.9889513,-37.5096991","144.1170107,-37.5804741",15/4/2011 16:30:52,0
3003,CLAREVILLE,1,2107,"151.3133210,-33.6349050,0","151.2973136,-33.6256145","151.3293284,-33.6441945",15/4/2011 16:30:52,0
3004,CLARINDA,5,3169,"145.1024400,-37.9412280,0","145.0864326,-37.9324278","145.1184474,-37.9500271",15/4/2011 16:30:52,0
3005,CLARKE CREEK,2,4705,"149.3135230,-22.7432080,0","148.8012854,-22.4135194","149.8257606,-23.0721033",15/4/2011 16:30:52,0
3006,CLARKEFIELD,5,3430,"144.7611850,-37.5024110,0","144.6331256,-37.4315619","144.8892444,-37.5731930",15/4/2011 16:30:52,0
3007,CLARKES HILL,5,3352,"143.9737820,-37.4957390,0","143.9417672,-37.4780314","144.0057968,-37.5134424",15/4/2011 16:30:52,0
3008,CLARKSON,6,6030,"115.7213260,-31.6774520,0","115.6893112,-31.6584588","115.7533408,-31.6964414",15/4/2011 16:30:52,0
3009,CLAUDE ROAD,4,7306,"146.2750540,-41.4342940,0","146.2110243,-41.4008241","146.3390837,-41.4677466",15/4/2011 16:30:52,0
3010,CLAVERTON,2,4471,"145.9394317,-27.4071723,0","145.8092625,-27.3058967","146.0696009,-27.5084479",15/4/2011 16:30:52,0
3011,CLAY WELLS,3,5280,"140.1567260,-37.3169950,0","140.0926963,-37.2814911","140.2207557,-37.3524821",15/4/2011 16:30:52,0
3012,CLAYFIELD,2,4011,"153.0566770,-27.4175360,0","153.0406696,-27.4076309","153.0726844,-27.4274402",15/4/2011 16:30:52,0
3013,CLAYMORE,1,2559,"150.8100240,-34.0455240,0","150.7940166,-34.0362781","150.8260314,-34.0547689",15/4/2011 16:30:52,0
3014,CLAYPANS,3,5238,"139.5492370,-34.9001460,0","139.2931182,-34.7535959","139.8053558,-35.0464351",15/4/2011 16:30:52,0
3015,CLAYTON,5,3168,"145.1196620,-37.9254880,0","145.0876472,-37.9078828","145.1516768,-37.9430890",15/4/2011 16:30:52,0
3016,CLAYTON BAY,3,5256,"138.9102087,-35.4754183,0","138.8461790,-35.4390634","138.9742384,-35.5117568",15/4/2011 16:30:52,0
3017,CLAYTON SOUTH,5,3169,"145.1266250,-37.9392150,0","145.0946102,-37.9216131","145.1586398,-37.9568127",15/4/2011 16:30:52,0
3018,CLEAR CREEK,1,2795,"149.7077460,-33.3322960,0","149.6437163,-33.2949981","149.7717757,-33.3695779",15/4/2011 16:30:52,0
3019,CLEAR ISLAND WATERS,2,4226,"153.4016080,-28.0393180,0","153.3856006,-28.0294692","153.4176154,-28.0491659",15/4/2011 16:30:52,0
3020,CLEAR LAKE,5,3409,"141.8611840,-36.9356780,0","141.7331246,-36.8642950","141.9892434,-37.0069942",15/4/2011 16:30:52,0
3021,CLEAR MOUNTAIN,2,4500,"152.8763600,-27.3015130,0","152.8123303,-27.2618457","152.9403897,-27.3411661",15/4/2011 16:30:52,0
3022,CLEAR RANGE,1,2620,"149.1313040,-35.6851730,0","148.8751852,-35.5400348","149.3874228,-35.8300476",15/4/2011 16:30:52,0
3023,CLEARFIELD,1,2469,"152.9357260,-29.1423730,0","152.8716963,-29.1033835","152.9997557,-29.1813477",15/4/2011 16:30:52,0
3024,CLEARVIEW,3,5085,"138.6169120,-34.8584770,0","138.6009046,-34.8493206","138.6329194,-34.8676324",15/4/2011 16:30:52,0
3025,CLEARY,6,6472,"117.7104840,-30.4342390,0","117.1982464,-30.1258967","118.2227216,-30.7416095",15/4/2011 16:30:52,0
3026,CLEAVERVILLE,6,6714,"117.0330600,-20.6513900,0","116.9050006,-20.5678389","117.1611194,-20.7348952",15/4/2011 16:30:52,0
3027,CLELAND,3,5152,"138.7147504,-34.9677796,0","138.6987430,-34.9586354","138.7307578,-34.9769228",15/4/2011 16:30:52,0
3028,CLEMANT,2,4816,"146.4613820,-19.0978230,0","146.3973523,-19.0556422","146.5254117,-19.1399931",15/4/2011 16:30:52,0
3029,CLEMATIS,5,3782,"145.4233390,-37.9292320,0","145.4073316,-37.9204304","145.4393464,-37.9380326",15/4/2011 16:30:52,0
3030,CLEMENTS GAP,3,5523,"138.1145790,-33.4890310,0","137.9865196,-33.4145537","138.2426384,-33.5634443",15/4/2011 16:30:52,0
3031,CLEMTON PARK,1,2206,"151.1032820,-33.9253570,0","151.0872746,-33.9160980","151.1192894,-33.9346150",15/4/2011 16:30:52,0
3032,CLERGATE,1,2800,"149.1109630,-33.1914760,0","149.0469333,-33.1541180","149.1749927,-33.2288181",15/4/2011 16:30:52,0
3033,CLERMONT,2,4721,"147.6401030,-22.8258130,0","147.1278654,-22.4963226","148.1523406,-23.1545078",15/4/2011 16:30:52,0
3034,CLEVE,3,5640,"136.4940860,-33.7018390,0","136.2379672,-33.5531869","136.7502048,-33.8502343",15/4/2011 16:30:52,0
3035,CLEVELAND,1,2530,"150.7727080,-34.5018850,0","150.7567006,-34.4926891","150.7887154,-34.5110799",15/4/2011 16:30:52,0
3036,CLEVELAND,2,4163,"153.2648400,-27.5257810,0","153.2328252,-27.5059893","153.2968548,-27.5455691",15/4/2011 16:30:52,0
3037,CLEVELAND,4,7211,"147.4158890,-41.8148560,0","147.3518593,-41.7815830","147.4799187,-41.8481117",15/4/2011 16:30:52,0
3038,CLEVELAND DC,2,4163,"153.2672997,-27.5306836,0","153.2429887,-27.5068487","153.2916107,-27.5545186",15/4/2011 16:30:52,0
3039,CLIFDEN,1,2460,"152.9867660,-29.5387440,0","152.9227363,-29.4999057","153.0507957,-29.5775673",15/4/2011 16:30:52,0
3040,CLIFFORD,2,4427,"149.3674490,-26.1286260,0","148.8552114,-25.8076201","149.8796866,-26.4487522",15/4/2011 16:30:52,0
3041,CLIFFORD GARDENS,2,4350,"151.9470930,-27.5624360,0","151.9438204,-27.5582410","151.9501156,-27.5663700",15/4/2011 16:30:52,0
3042,CLIFTLEIGH,1,2321,"151.5232590,-32.7849160,0","151.5072516,-32.7755349","151.5392664,-32.7942961",15/4/2011 16:30:52,0
3043,CLIFTON,1,2515,"150.9688830,-34.2594070,0","150.9528756,-34.2501844","150.9848904,-34.2686285",15/4/2011 16:30:52,0
3044,CLIFTON,2,4361,"151.9057590,-27.9312140,0","151.8417293,-27.8917740","151.9697887,-27.9706396",15/4/2011 16:30:52,0
3045,CLIFTON,6,6211,"115.6388030,-32.7506440,0","115.5747733,-32.7130991","115.7028327,-32.7881730",15/4/2011 16:30:52,0
3046,CLIFTON BEACH,2,4879,"145.6686520,-16.7657760,0","145.6526446,-16.7550920","145.6846594,-16.7764594",15/4/2011 16:30:52,0
3047,CLIFTON BEACH,4,7020,"147.5215160,-42.9895400,0","147.4895012,-42.9732142","147.5535308,-43.0058615",15/4/2011 16:30:52,0
3048,CLIFTON CREEK,5,3875,"147.6578480,-37.7065760,0","147.5938183,-37.6712569","147.7218777,-37.7418783",15/4/2011 16:30:52,0
3049,CLIFTON GROVE,1,2800,"149.1735540,-33.2470340,0","149.1095243,-33.2096997","149.2375837,-33.2843524",15/4/2011 16:30:52,0
3050,CLIFTON HILL,5,3068,"144.9920670,-37.7881180,0","144.9760596,-37.7792995","145.0080744,-37.7969354",15/4/2011 16:30:52,0
3051,CLIFTON SPRINGS,5,3222,"144.5615410,-38.1574800,0","144.5295262,-38.1399305","144.5935558,-38.1750253",15/4/2011 16:30:52,0
3052,CLINTON,2,4680,"151.2196220,-23.8757550,0","151.2036146,-23.8655515","151.2356294,-23.8859577",15/4/2011 16:30:52,0
3053,CLINTON,3,5570,"137.9788660,-34.1783710,0","137.9468512,-34.1599071","138.0108808,-34.1968308",15/4/2011 16:30:52,0
3054,CLINTON CENTRE,3,5570,"137.9143130,-34.2346960,0","137.8502833,-34.1977889","137.9783427,-34.2715869",15/4/2011 16:30:52,0
